timestamp,epoch,step,train_loss,eval_loss,learning_rate,epoch_time,total_time
2025-06-15 17:30:01,0.07,1,N/A,N/A,5e-06,26.52,26.52
2025-06-15 17:31:13,0.33,5,N/A,N/A,2.5e-05,97.89,97.89
